CODE, DESCRIPTION ,Brand,MODEL,CATEGORY,SUB_CATAGORY,START_YEAR,END_YEAR,OEM,PCS,NW,GW,M3,PRICE,MODE_SERIES,FRONT_BACK,LOCATION,REVIEWS,YEARS_ACCEPTED,IMAGE_NAME,unique_id
GMBM013 NA,MOULDING BUMPER FINISHER ALL CP,GMC,GMC,Bumpers and Grilles,Bumper,2006,2012,JWHO-GIC0C-OG,1,0.390585925,0.33356885,0.002110027,468.85,1.0,Front,Single Part,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[2006, 2007, 2008, 2009, 2010, 2011, 2012]",GMC_YUKON_2012_FRONT_BUMPER_FINISHER.jpeg,1531
IZFC030 LA,FOG LAMP LH,Isuzu,ISUZU,Exterior Lighting and Signals,Fog Lamp Base/ Cover,2000,2000,8-97918-517-0,20,5.821635909,7.138975732,0.075295099,26.87,3.0,Rear,Center,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}]",[2000],,1532
IZFC030 RA,FOG LAMP RH,Isuzu,ISUZU,Exterior Lighting and Signals,Fog Lamp Base/ Cover,2000,2000,8-97918-516-0,20,6.535253573,7.119868266,0.078116559,89.15,3.0,Rear,Right Side,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}]",[2000],,1533
CVG053 NB,GRILLE CP/BK,Isuzu,LUV,Bumpers and Grilles,Grille,2012,2016,0MFV-RPEDP-FK,5,7.766055924,6.626982615,0.198935259,182.17,5.0,Front,Single Part,"[{""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}]","[2012, 2013, 2014, 2015, 2016]",,1534
CVG059 NA,GRILLE MAT BK,Isuzu,LUV,Bumpers and Grilles,Grille,2017,2019,JPBY-78BDT-FO,5,8.152251312,11.54881492,0.185777905,77.19,5.0,Front,Single Part,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]","[2017, 2018, 2019]",,1535
CVG047 NA,GRILLE MAT D.GRAY/CP MOULDING,Isuzu,LUV,Bumpers and Grilles,Grille,2008,2009,8-98007-146-2,5,8.338132873,10.68652409,0.185704311,123.45,4.0,Front,Single Part,"[{""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[2008, 2009]",,1536
CVG053 NA,GRILLE MAT GY,Isuzu,LUV,Bumpers and Grilles,Grille,2012,2016,AXWQ-VJN59-3X,5,8.03757007,8.424050585,0.190153285,173.79,5.0,Front,Single Part,"[{""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}, {""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]","[2012, 2013, 2014, 2015, 2016]",,1537
CVG047 NC,GRILLE WITH MOULDING ALL CP,Isuzu,LUV,Bumpers and Grilles,Grille,2008,2010,8-98007-146-2,5,9.224431021,9.405202241,0.18687083,195.72,4.0,Front,Single Part,"[{""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[2008, 2009, 2010]",,1538
CVG037 NA,GRILLE MAT BK/ CP MOULDING ***,Isuzu,LUV-D-MAX,Bumpers and Grilles,Grille,2005,2006,8-97333-541-2,5,7.0875338,7.474090043,0.112810811,176.4,3.0,Front,Single Part,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}]","[2005, 2006]",,1539
CVGM037 LA,GRILLE MOULDING LA ALL CP,Isuzu,LUV-D-MAX,Bumpers and Grilles,Grille Moulding,2005,2006,8-97333-542-2,150,6.280720501,5.356715844,0.067520325,121.79,3.0,Front,Center,"[{""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}, {""rating"": 4.5, ""review"": ""I'm very pleased with this Door. It's a great addition to my vehicle, providing excellent performance and reliability. I would buy it again without hesitation!""}]","[2005, 2006]",,1540
CVGM037 RA,GRILLE MOULDING RA ALL CP,Isuzu,LUV-D-MAX,Bumpers and Grilles,Grille Moulding,2005,2006,8-97333-542-2,1,1.885961366,20.02141704,0.115350463,147.69,3.0,Front,Right Side,"[{""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}]","[2005, 2006]",,1541
UH81-59-020,F.DOOR LH,Ford,MAZDA,Doors and Door Components,Door,1999,2001,UH81-59-020H,1,12.85083327,13.03207235,0.171463477,342.94,,Front,Left Side,"[{""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]","[1999, 2000, 2001]",FORD_RANGER_1999_.jpeg,1542
UH81-59-020,F.DOOR LH,Ford,RANGER,Doors and Door Components,Door,1999,2001,UH81-59-020H,1,12.85083327,13.03207235,0.171463477,342.94,,Front,Left Side,"[{""rating"": 4.8, ""review"": ""I highly recommend this Side Panel to anyone looking for an upgrade. It has greatly improved my vehicle's performance and delivered exceptional results. Five stars!""}]","[1999, 2000, 2001]",FORD_RANGER_1999_.jpeg,1543
UH81-58-020,F.DOOR RH,Ford,MAZDA,Doors and Door Components,Door,1999,2001,UH81-58-020H,1,11.73589039,14.65681799,0.154468014,635.93,,Front,Right Side,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}]","[1999, 2000, 2001]",,1544
UH81-58-020,F.DOOR RH,Ford,RANGER,Doors and Door Components,Door,1999,2001,UH81-58-020H,1,11.73589039,14.65681799,0.154468014,635.93,,Front,Right Side,"[{""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]","[1999, 2000, 2001]",,1545
UH71-70-600,ROOF SINGLE CAB O.E.M,Ford,MAZDA,Exterior Body Panels,Cabin Roof Panel,1999,2005,UH71-70-600,1,5.630871162,7.626196022,0.054509321,378.41,,Front,Single Part,"[{""rating"": 4.4, ""review"": ""I am impressed with the quality and functionality of this Radiator. It's easy to install and has improved the handling and stability of my vehicle. Great product!""}, {""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}]","[1999, 2000, 2001, 2002, 2003, 2004, 2005]",FORD_RANGER_1999_ROOF_SINGLE_CAB_O.E.M.jpeg,1546
FDT035 NA,TAIL GATE MAZDA/FORD 4 DOOR,Ford,MAZDA BT-50,Exterior Body Panels,Rear Gate,2006,2008,UR56-65-610H,1,12.55851825,15.12724937,0.078202226,300.31,3.0,Front,Single Part,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]","[2006, 2007, 2008]",FORD_RANGER_'2006-'2009_DURATORQ_TAIL_GATE_MAZDAFORD_4_DOOR.jpeg,1547
FDT035 NA,TAIL GATE MAZDA/FORD 4 DOOR,Ford,MAZDA BT-50,Exterior Body Panels,Rear Gate,2006,2008,UR56-65-610H,1,12.27514288,12.6060814,0.084003569,693.45,3.0,Front,Single Part,"[{""rating"": 4.6, ""review"": ""This Bumper has made a noticeable difference in the overall performance of my car. It's durable, reliable, and has exceeded my expectations. Highly recommend it!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}, {""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]","[2006, 2007, 2008]",FORD_RANGER_'2006-'2009_DURATORQ_TAIL_GATE_MAZDAFORD_4_DOOR.jpeg,1548
UD2D-50-IT1A,BUMPER FINISHER,Ford,NEW RANGER,Bumpers and Grilles,Bumper Bracket,2009,2010,UD2D-50-1T1A,1,0.258535318,0.668687373,0.012953766,117.44,,Back,Lower,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.5, ""review"": ""I'm extremely satisfied with this Radiator. It exceeded my expectations and significantly improved the performance of my vehicle. Highly recommended!""}]","[2009, 2010]",FORD_RANGER_2018_FRONT_BUMPER_WFINISHER.jpeg,1549
UD2F-50-C11A50,FOG LAMP COVER LH BLACK W/HOLE,Ford,NEW RANGER,Exterior Lighting and Signals,Fog Lamp,2009,2009,UD2F-50-C11A50,1,0.198134129,0.309924191,0.006086338,83.09,,Front,Left Side,"[{""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]",[2009],FORD_RANGER_'2009_DURATORQ_FOG_LAMP_COVER_BLACK_WHOLE.jpeg,1550
UD2F-50-C21A50,FOG LAMP COVER RH BLACK W/HOLE,Ford,NEW RANGER,Exterior Lighting and Signals,Fog Lamp,2009,2009,UD2F-50-C21A50,1,0.09748081,0.105164442,0.001528794,126.72,,Front,Right Side,"[{""rating"": 4.7, ""review"": ""I've been using this Fender Flare for a while now, and it continues to impress me. It has enhanced my car's overall performance and made a noticeable difference. Highly satisfied!""}]",[2009],FORD_RANGER_'2009_DURATORQ_FOG_LAMP_COVER_BLACK_WHOLE.jpeg,1551
FG-130A FD,FRONT BUMPER GUARD LOWER,Ford,NEW RANGER,Bumpers and Grilles,Bumper,2007,2008,AC-130,1,4.396959542,20.00411584,2.156186649,403.68,13.0,RearFront,UnknownSingle Part,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]","[2007, 2008]",,1552
UD2G-51-W20C01,FRONT FENDER FLARE LH 4X2 4X4,Ford,NEW RANGER,Accessories and Ornamental,Fender Flare,2009,2009,UD2G-51-W20C01E01,1,1.233525085,3.924731518,0.263704698,131.89,,Front,Left Side,"[{""rating"": 4.9, ""review"": ""I couldn't be happier with this Radiator. It has enhanced the driving dynamics of my car and provided a significant power boost. Well worth the investment!""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]",[2009],FORD_RANGER_'2009_DURATORQ_FRONT_FENDER_FLARE_4X2_4X4.jpeg,1553
UD2G-51-W30C01,FRONT FENDER FLARE RH BLACK 4X2 4X4,Ford,NEW RANGER,Accessories and Ornamental,Fender Flare,2009,2009,UD2G-51-W30F01,1,13.66781538,7.421710044,0.030203461,126.11,,Front,Right Side,"[{""rating"": 4.7, ""review"": ""I can't say enough good things about this Radiator. It's a perfect fit for my vehicle and has boosted its power and responsiveness. Very happy with my purchase!""}, {""rating"": 4.3, ""review"": ""This Head Lamp is fantastic! It has exceeded my expectations in terms of performance and reliability. I am extremely satisfied with its quality and durability.""}, {""rating"": 4.8, ""review"": ""This Fender Flare is a game-changer! It has enhanced my driving experience and provided noticeable improvements in fuel efficiency. Great value for the price!""}]",[2009],FORD_RANGER_'2009_DURATORQ_FRONT_FENDER_FLARE_4X2_4X4.jpeg,1554
